Rinkimai,Sąrašas,Porinkiminis nr sąraše ,"Vardas, pavardė ","Vardas, Pavarde (be ""(V)"")",Priešrinkiminis nr sąraše ,Pirmumo balsai,Reitingo balai
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,24,GRETA KILDIŠIENĖ (V) ,GRETA KILDIŠIENĖ ,25,4039,4039
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,25,DAINIUS GAIŽAUSKAS (V) ,DAINIUS GAIŽAUSKAS ,58,3964,3964
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,26,KĘSTUTIS SMIRNOVAS (V) ,KĘSTUTIS SMIRNOVAS ,20,3922,3922
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,27,KĘSTUTIS MAŽEIKA (V) ,KĘSTUTIS MAŽEIKA ,39,3827,3827
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,28,RŪTA MILIŪTĖ ,RŪTA MILIŪTĖ ,114,3605,3605
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,29,VIRGINIJUS SINKEVIČIUS (V) ,VIRGINIJUS SINKEVIČIUS ,26,3432,3432
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,30,ALFREDAS STASYS NAUSĖDA (V) ,ALFREDAS STASYS NAUSĖDA ,65,3407,3407
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,31,VALIUS ĄŽUOLAS (V) ,VALIUS ĄŽUOLAS ,48,3287,3287
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,32,VIDA AČIENĖ ,VIDA AČIENĖ ,45,3099,3099
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,33,GINTAUTAS KINDURYS (V) ,GINTAUTAS KINDURYS ,24,3077,3077
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,34,JUOZAS RIMKUS (V) ,JUOZAS RIMKUS ,32,3067,3067
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,35,ASTA KUBILIENĖ ,ASTA KUBILIENĖ ,36,2739,2739
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,36,AUŠRA PAPIRTIENĖ (V) ,AUŠRA PAPIRTIENĖ ,38,2659,2659
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,37,JUSTAS DŽIUGELIS ,JUSTAS DŽIUGELIS ,23,2582,2582
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,38,ROBERTAS ŠARKNICKAS (V) ,ROBERTAS ŠARKNICKAS ,49,2561,2561
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,39,VIRGINIJA VINGRIENĖ ,VIRGINIJA VINGRIENĖ ,27,2555,2555
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,40,BRONISLOVAS MATELIS (V) ,BRONISLOVAS MATELIS ,28,2544,2544
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,41,PETRAS NEVULIS ,PETRAS NEVULIS ,19,2501,2501
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,42,AUŠRINĖ NORKIENĖ (V) ,AUŠRINĖ NORKIENĖ ,53,2377,2377
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,43,TOMAS TOMILINAS ,TOMAS TOMILINAS ,47,2245,2245
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,44,VYTAUTAS RASTENIS ,VYTAUTAS RASTENIS ,54,2205,2205
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,45,ARŪNAS GUMULIAUSKAS ,ARŪNAS GUMULIAUSKAS ,34,2159,2159
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,46,ANTANAS BAURA ,ANTANAS BAURA ,31,2092,2092
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,47,AUDRONĖ JANKUVIENĖ ,AUDRONĖ JANKUVIENĖ ,46,2072,2072
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,48,NERINGA TRINSKIENĖ ,NERINGA TRINSKIENĖ ,33,2004,2004
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,49,JUOZAS PABRĖŽA ,JUOZAS PABRĖŽA ,67,1906,1906
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,50,RIMANTAS VALIUKAS ,RIMANTAS VALIUKAS ,35,1893,1893
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,51,GIEDRIUS SURPLYS ,GIEDRIUS SURPLYS ,56,1890,1890
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,52,AUDRYS ŠIMAS (V) ,AUDRYS ŠIMAS ,37,1880,1880
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,53,ZENONAS STREIKUS (V) ,ZENONAS STREIKUS ,40,1746,1746
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,54,VITALIJA JANKAUSKAITĖ-MILČIUVIENĖ ,VITALIJA JANKAUSKAITĖ-MILČIUVIENĖ ,73,1677,1677
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,55,ALGIMANTAS BIRBILAS ,ALGIMANTAS BIRBILAS ,55,1670,1670
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,56,JUOZAS VARŽGALYS (V) ,JUOZAS VARŽGALYS ,44,1540,1540
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,57,PAULIUS ZAVIŠA ,PAULIUS ZAVIŠA ,50,1531,1531
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,58,ANTANAS KLIUNKA ,ANTANAS KLIUNKA ,62,1489,1489
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,59,VYTAUTAS BARKAUSKAS ,VYTAUTAS BARKAUSKAS ,85,1423,1423
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,60,LAURAS STACEVIČIUS (V) ,LAURAS STACEVIČIUS ,61,1410,1410
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,61,ARVYDAS NEKROŠIUS (V) ,ARVYDAS NEKROŠIUS ,68,1405,1405
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,62,BIRUTĖ JATAUTAITĖ ,BIRUTĖ JATAUTAITĖ ,84,1404,1404
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,63,PETRAS VALIŪNAS (V) ,PETRAS VALIŪNAS ,69,1390,1390
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,64,DEIMANTĖ ŠARLAUSKIENĖ ,DEIMANTĖ ŠARLAUSKIENĖ ,140,1362,1362
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,65,ALGIMANTAS KIRKUTIS (V) ,ALGIMANTAS KIRKUTIS ,52,1328,1328
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,66,ARMINAS MOCKEVIČIUS ,ARMINAS MOCKEVIČIUS ,70,1260,1260
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,67,ANTANAS RAINYS ,ANTANAS RAINYS ,139,1226,1226
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,68,IZIDORIUS ŠIMKUS ,IZIDORIUS ŠIMKUS ,87,1219,1219
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,69,GAILA MATULYTĖ ,GAILA MATULYTĖ ,93,1215,1215
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,70,DARIUS RAMANČIONIS ,DARIUS RAMANČIONIS ,97,1159,1159
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,71,LEVUTĖ STANIUVIENĖ (V) ,LEVUTĖ STANIUVIENĖ ,51,1150,1150
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,72,LAIMUTĖ MATKEVIČIENĖ (V) ,LAIMUTĖ MATKEVIČIENĖ ,76,1115,1115
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,73,ARŪNAS MERKELIS ,ARŪNAS MERKELIS ,64,1112,1112
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,74,AURIMAS GAIDŽIŪNAS (V) ,AURIMAS GAIDŽIŪNAS ,59,1040,1040
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,75,BENIUS RŪTELIONIS ,BENIUS RŪTELIONIS ,41,1025,1025
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,76,KĘSTUTIS ARMONAS ,KĘSTUTIS ARMONAS ,89,999,999
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,77,EIMANTAS SALATKA ,EIMANTAS SALATKA ,71,998,998
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,78,ADELĖ ŠTELMOKIENĖ ,ADELĖ ŠTELMOKIENĖ ,79,934,934
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,79,KAROLIS MARTINKUS ,KAROLIS MARTINKUS ,72,922,922
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,80,GINTARAS STAŠIONIS ,GINTARAS STAŠIONIS ,77,913,913
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,81,TOMAS BAKUČIONIS ,TOMAS BAKUČIONIS ,43,910,910
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,82,JUOZAS DAPŠAUSKAS ,JUOZAS DAPŠAUSKAS ,80,910,910
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,83,ARŪNAS GRAŽULIS ,ARŪNAS GRAŽULIS ,91,908,908
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,84,VALENTINAS GRAŽULIS ,VALENTINAS GRAŽULIS ,122,895,895
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,85,LINA NEMEIKŠIENĖ ,LINA NEMEIKŠIENĖ ,66,894,894
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,86,AUDRIUS DAUNORAVIČIUS ,AUDRIUS DAUNORAVIČIUS ,137,869,869
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,87,ĄŽUOLAS RAŠKEVIČIUS ,ĄŽUOLAS RAŠKEVIČIUS ,78,854,854
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,88,AUSMA MIŠKINIENĖ ,AUSMA MIŠKINIENĖ ,131,822,822
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,89,DENIS MICHALENKO ,DENIS MICHALENKO ,95,821,821
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,90,DARIUS PETRAUSKAS ,DARIUS PETRAUSKAS ,60,812,812
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,91,VIDMANTAS PALIULIS ,VIDMANTAS PALIULIS ,90,787,787
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,92,AUDRIUS STANKEVIČIUS ,AUDRIUS STANKEVIČIUS ,100,731,731
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,93,JONAS ŠIMKUS ,JONAS ŠIMKUS ,116,712,712
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,94,ANTANAS PLIESKIS ,ANTANAS PLIESKIS ,42,708,708
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,95,AGNĖ PRUŠINSKAITĖ ,AGNĖ PRUŠINSKAITĖ ,118,702,702
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,96,ALVYDAS ŽUVININKAS ,ALVYDAS ŽUVININKAS ,112,695,695
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,97,VALDAS ŽIČKA ,VALDAS ŽIČKA ,127,690,690
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,98,RIMANTĖ MISIŪNIENĖ ,RIMANTĖ MISIŪNIENĖ ,86,686,686
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,99,VILMA RUMŠIENĖ ,VILMA RUMŠIENĖ ,111,685,685
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,100,BIRUTĖ GILER ,BIRUTĖ GILER ,104,683,683
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,101,VYTAUTAS VĖŽELIS ,VYTAUTAS VĖŽELIS ,101,678,678
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,102,MARTYNAS NORBUTAS ,MARTYNAS NORBUTAS ,99,664,664
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,103,ANDRIUS ŠIMAS ,ANDRIUS ŠIMAS ,132,656,656
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,104,MARIJONAS ČAPKOVSKIS ,MARIJONAS ČAPKOVSKIS ,57,654,654
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,105,VITALIUS BESAKIRSKAS ,VITALIUS BESAKIRSKAS ,63,653,653
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,106,BRONISLOVAS LIUTKUS ,BRONISLOVAS LIUTKUS ,88,601,601
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,107,ANDRIUS TAMULIONIS ,ANDRIUS TAMULIONIS ,120,586,586
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,108,EGLĖ STASIŠKIENĖ ,EGLĖ STASIŠKIENĖ ,130,582,582
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,109,ROMAS PIVORAS ,ROMAS PIVORAS ,102,581,581
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,110,VAIDAS TALAČKA ,VAIDAS TALAČKA ,108,581,581
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,111,VALENTINAS DYLERTAS ,VALENTINAS DYLERTAS ,136,569,569
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,112,ARŪNAS GLAVICKAS ,ARŪNAS GLAVICKAS ,138,564,564
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,113,JONAS JAKAITIS ,JONAS JAKAITIS ,96,558,558
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,114,TADAS GALINAITIS ,TADAS GALINAITIS ,126,546,546
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,115,PETRAS VAITELIS ,PETRAS VAITELIS ,129,542,542
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,116,JADVYGA ČEPLIKIENĖ ,JADVYGA ČEPLIKIENĖ ,94,527,527
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,117,BIRUTĖ STANKEVIČIENĖ ,BIRUTĖ STANKEVIČIENĖ ,128,525,525
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,118,KĘSTAS SPŪDYS ,KĘSTAS SPŪDYS ,125,520,520
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,119,REMIGIJUS KELNERIS ,REMIGIJUS KELNERIS ,105,514,514
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,120,SIGITA ČERNEVIČIENĖ ,SIGITA ČERNEVIČIENĖ ,135,513,513
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,121,KĘSTUTIS BACVINKA (V) ,KĘSTUTIS BACVINKA ,83,508,508
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,122,KAZYS VIRŠILAS ,KAZYS VIRŠILAS ,103,497,497
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,123,KĘSTUTIS DAMBRAUSKAS ,KĘSTUTIS DAMBRAUSKAS ,115,491,491
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,124,ALBERTAS ŠILKAITIS ,ALBERTAS ŠILKAITIS ,121,478,478
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,125,ARŪNAS ANDZIULIS ,ARŪNAS ANDZIULIS ,81,475,475
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,126,DOMINYKAS TUTKUS ,DOMINYKAS TUTKUS ,92,456,456
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,127,ANDRIEJUS VIRKUTIS ,ANDRIEJUS VIRKUTIS ,110,456,456
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,128,ROLANDAS STANKEVIČIUS ,ROLANDAS STANKEVIČIUS ,82,437,437
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,129,ARŪNAS AMBRASAS ,ARŪNAS AMBRASAS ,109,414,414
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,130,RAIMUNDAS STANKEVIČIUS ,RAIMUNDAS STANKEVIČIUS ,134,378,378
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,131,NIJOLĖ VALUCKIENĖ ,NIJOLĖ VALUCKIENĖ ,113,359,359
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,132,RIMANTAS ŽIDANAVIČIUS ,RIMANTAS ŽIDANAVIČIUS ,107,351,351
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,133,ALEKSANDRA MINAJEVA ,ALEKSANDRA MINAJEVA ,75,346,346
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,134,GINTARAS BINKAUSKAS ,GINTARAS BINKAUSKAS ,124,297,297
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,135,ALGIRDAS BANSEVIČIUS ,ALGIRDAS BANSEVIČIUS ,106,268,268
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,136,DAINIUS ŠVIPAS ,DAINIUS ŠVIPAS ,119,229,229
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,137,ARŪNAS ŠČERBAVIČIUS ,ARŪNAS ŠČERBAVIČIUS ,117,223,223
2016 Seimo rinkimai,Lietuvos valstiečių ir žaliųjų sąjunga,138,SIGITAS ALGIS DAVENIS ,SIGITAS ALGIS DAVENIS ,123,146,146
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,1,ALGIRDAS BUTKEVIČIUS ,ALGIRDAS BUTKEVIČIUS ,1,63558,63558
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,2,GEDIMINAS KIRKILAS ,GEDIMINAS KIRKILAS ,6,26970,26970
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,3,RASA BUDBERGYTĖ ,RASA BUDBERGYTĖ ,3,26557,26557
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,4,ALGIRDAS SYSAS ,ALGIRDAS SYSAS ,2,25810,25810
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,5,JUOZAS OLEKAS ,JUOZAS OLEKAS ,4,20273,20273
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,6,JULIUS SABATAUSKAS ,JULIUS SABATAUSKAS ,10,17527,17527
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,7,JURAS POŽELA ,JURAS POŽELA ,8,13543,13543
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,8,ALGIMANTAS SALAMAKINAS ,ALGIMANTAS SALAMAKINAS ,16,11897,11897
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,9,LINAS ANTANAS LINKEVIČIUS ,LINAS ANTANAS LINKEVIČIUS ,34,11304,11304
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,10,RAMINTA POPOVIENĖ ,RAMINTA POPOVIENĖ ,5,10053,10053
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,11,IRENA ŠIAULIENĖ ,IRENA ŠIAULIENĖ ,7,9891,9891
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,12,JUOZAS BERNATONIS ,JUOZAS BERNATONIS ,17,9432,9432
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,13,RIMANTĖ ŠALAŠEVIČIŪTĖ ,RIMANTĖ ŠALAŠEVIČIŪTĖ ,22,8717,8717
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,14,ARTŪRAS SKARDŽIUS ,ARTŪRAS SKARDŽIUS ,23,8470,8470
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,15,BRONIUS BRADAUSKAS ,BRONIUS BRADAUSKAS ,30,8232,8232
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,16,MARIJA AUŠRINĖ PAVILIONIENĖ ,MARIJA AUŠRINĖ PAVILIONIENĖ ,25,6673,6673
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,17,BENEDIKTAS JUODKA ,BENEDIKTAS JUODKA ,14,5462,5462
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,18,BIRUTĖ VĖSAITĖ ,BIRUTĖ VĖSAITĖ ,18,5306,5306
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,19,EDVARDAS ŽAKARIS ,EDVARDAS ŽAKARIS ,12,5223,5223
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,20,ANTANAS SIREIKA ,ANTANAS SIREIKA ,141,5055,5055
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,21,RIMANTAS BENETIS ,RIMANTAS BENETIS ,31,4713,4713
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,22,RIMANTAS SINKEVIČIUS (V) ,RIMANTAS SINKEVIČIUS ,27,4663,4663
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,23,ANTANAS VINKUS (V) ,ANTANAS VINKUS ,61,4223,4223
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,24,ORINTA LEIPUTĖ ,ORINTA LEIPUTĖ ,20,4187,4187
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,25,RAMŪNAS BUROKAS ,RAMŪNAS BUROKAS ,11,4046,4046
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,26,MILDA PETRAUSKIENĖ ,MILDA PETRAUSKIENĖ ,15,3881,3881
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,27,GINTAUTAS PALUCKAS ,GINTAUTAS PALUCKAS ,41,3550,3550
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,28,DARIUS PETROŠIUS ,DARIUS PETROŠIUS ,24,3535,3535
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,29,ANTANAS NESTECKIS ,ANTANAS NESTECKIS ,46,3335,3335
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,30,ARVYDAS MOCKUS ,ARVYDAS MOCKUS ,52,3280,3280
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,31,KRISTINA MIŠKINIENĖ ,KRISTINA MIŠKINIENĖ ,13,3259,3259
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,32,ALGIRDAS BALČYTIS ,ALGIRDAS BALČYTIS ,81,3168,3168
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,33,JUSTAS PANKAUSKAS ,JUSTAS PANKAUSKAS ,19,3162,3162
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,34,LINAS JONAUSKAS ,LINAS JONAUSKAS ,56,3107,3107
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,35,AUKSĖ KONTRIMIENĖ ,AUKSĖ KONTRIMIENĖ ,9,2985,2985
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,36,ALBINAS MITRULEVIČIUS ,ALBINAS MITRULEVIČIUS ,21,2799,2799
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,37,DAINIUS PAVALKIS ,DAINIUS PAVALKIS ,77,2664,2664
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,38,ANDRIUS PALIONIS (V) ,ANDRIUS PALIONIS ,38,2645,2645
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,39,FAUSTAS LATĖNAS ,FAUSTAS LATĖNAS ,62,2567,2567
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,40,AURELIJA MAKŪNIENĖ ,AURELIJA MAKŪNIENĖ ,75,2493,2493
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,41,GINTAUTAS MIKOLAITIS ,GINTAUTAS MIKOLAITIS ,53,2397,2397
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,42,BRONIUS PAUŽA ,BRONIUS PAUŽA ,26,2254,2254
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,43,ARŪNAS DUDĖNAS ,ARŪNAS DUDĖNAS ,37,2237,2237
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,44,EDMUNDAS JONYLA ,EDMUNDAS JONYLA ,33,2229,2229
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,45,ALMA MONKAUSKAITĖ ,ALMA MONKAUSKAITĖ ,28,2214,2214
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,46,PRANAS PETROŠIUS ,PRANAS PETROŠIUS ,72,2143,2143
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,47,DOMAS PETRULIS ,DOMAS PETRULIS ,47,2135,2135
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,48,MARIUS SKARUPSKAS ,MARIUS SKARUPSKAS ,32,2080,2080
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,49,VIDAS MIKALAUSKAS ,VIDAS MIKALAUSKAS ,70,2061,2061
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,50,VYDAS BARAVYKAS ,VYDAS BARAVYKAS ,66,2052,2052
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,51,MINDAUGAS BASTYS (V) ,MINDAUGAS BASTYS ,43,2051,2051
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,52,VIRGINIJUS NOREIKA ,VIRGINIJUS NOREIKA ,132,2023,2023
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,53,RIMANTAS VAITKUS ,RIMANTAS VAITKUS ,42,1781,1781
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,54,SAULIUS URBONAS ,SAULIUS URBONAS ,87,1776,1776
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,55,KAZYS GRYBAUSKAS ,KAZYS GRYBAUSKAS ,57,1773,1773
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,56,EDUARDAS ŠABLINSKAS ,EDUARDAS ŠABLINSKAS ,51,1763,1763
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,57,MARIUS NORVAIŠA ,MARIUS NORVAIŠA ,86,1720,1720
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,58,RITA GRIGALIENĖ ,RITA GRIGALIENĖ ,99,1689,1689
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,59,ALBINAS EŽERSKIS ,ALBINAS EŽERSKIS ,71,1652,1652
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,60,DIANA KAUPAITIENĖ ,DIANA KAUPAITIENĖ ,39,1588,1588
